id,name,collector,street,city,state,zip,phone,contact,instructions,created_at,updated_at,amenities,email,fax
3013,Oaks of Devonshire HOA aka Louetta Lakes & Devonshire Woods,Chaparral Management,P.O. Box 681007,Houston,Texas,77268-1007,281-537-0957,(9-9-13) Susan,"CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:19:08,2015-03-16 17:19:59.538181,"LANDSCAPING ON COMMON AREAS, GENERAL UPKEEP ON ALL COMMON AREAS AND RECREATION FACILITY, POOL AND TENNIS COURT","",""
3921,Spanish Cove Civic Improvement Corp.,Lake Houston Neighborhood Services,402 Mariachi Street,Crosby,Texas,77532,281-533-3571,Bill Morganthaler,"Sales incur a $150.00 Transfer Fee payable to the Association. Refinances incur a $75.00 Processing Fee. If a 60-day Letter is required, please contact Mr. Morganthaler at bill.morganthaler@gmail.com. The association also requires bank contact and loan information. At closing, include a copy of the top portion of the closing statement with remittance. Community information can be found at www.spanishcovelakehouston.com.",2012-07-16 11:27:18,2015-03-16 19:11:56.942631,"",bill.morganthaler@gmail.com,""
4896,Westlake/La Salle Crossing P.O.A.,Commonvest Community Association Management,"2251 North Loop 336 W., Suite C",Conroe,Texas,77304,936-521-6900,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:36:15,2017-01-25 16:06:31.236133,"","",936-521-6901
4315,The New Property Owners Association of Newport,Teresa Platt,P.O. Box 1362,Crosby,Texas,77532,281-462-4199,281-452-4386 :Fax,"Sales incur a $150.00 Transfer Fee + $50.00 Quote Fee payable to the Association. Refinances incur a $55.00 Processing Fee + $50.00 Quote Fee. On sales, collect 2 months advance at the current monthly rate as of the date of this report.  $125.00 for Certificate of Compliance, required for sales. A $25.00 Cancellation fee applies if documents are prepared for sales that fail to close. At closing, include a copy of the top portion of the closing statement with remittance.",2012-07-16 11:30:54,2017-05-25 19:25:06.72397,DEVELOPER IS EXEMPT FROM MAINTENANCE FEES,"",""
2583,Maplewood South - North C I A,Ron Braunfeld,P.O. Box 35443,Houston,Texas,77235,832-375-4556,"","Sales incur a $75.00 Transfer Fee payable to Maplewood South/North CIA. Refinances incur a $75.00 Processing Fee. If a 60 day letter is needed, please request by email.  At closing, include a copy of the top portion of the closing statement with remittance.",2012-07-16 11:15:17,2018-05-01 12:41:23.890828,"SECURITY, LANDSCAPING ON COMMON AREAS, ENFORCEMENT OF DEED RESTRICTIONS, THE ASSOCIATION CHARGES A FEE FOR POOL MEMBERSHIP THAT VARIES EACH YEAR.",gm@maplewoodsn.org,""
6056,Flats on Jackson Hill I Condo Association,J D H Property Management,P.O. Box 96046,Houston,Texas,77213,281-457-5341,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2015-03-17 17:42:21.052557,2017-11-08 03:23:29.724986,"","",""
3316,Point Aquarius Property Owners Association,Investment Management,13189 Point Aquarius Blvd.,Willis,Texas,77318,936-856-4927,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST BY EMAIL TO pointaquarius@consolidated.net. THIS ASSOCIATION IS NOT ON www.homewisedocs.com. PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:21:55,2018-04-20 19:56:07.97857,"24 HOUR GUARD, CLUB HOUSE AND TENNIS COURT",pointaquarius@consolidated.net,936-856-1132
5191,Woods Of Wimbledon Civic Association,Barry King - treasurer,P.O. Box 11509,Spring,Texas,77391-1509,"","","**THE CURRENT CONTACT FOR THE ASSOCIATION REQUIRES HOMEOWNER CONSENT FOR THE RELEASE OF INFORMATION. PLEASE USE THE EMAIL ABOVE TO CONTACT THE ASSOCIATION DIRECTLY ONCE PERMISSION IS ESTABLISHED. ALL FEES LISTED BELOW NEED TO BE VERIFIED PRIOR TO CLOSING.***Sales incur a $200.00 Transfer Fee payable to the Association. Refinances incur no Processing Fee. Contact the Association for 60-Day Letter information. Be aware a fee may be incurred. $200.00 for Resale Certificate, if needed, payable in advance. At closing, include a copy of the top portion of the closing statement with remittance. Community information can be found at www.wowca.org.",2012-07-16 11:38:57,2018-05-03 18:52:54.248423,"STREET LIGHTS, TRASH COLLECTION, INSURANCE ON COMMON AREAS, MOSQUITO FOGGING AND COMMON AREA",treasurer@wowca.org,""
3698,Sandspoint West Condominium Association Inc.,Randall Management,"6200 Savoy, Suite 420",Houston,Texas,77036,713-728-1126,"","AS OF 1-1-17, CLOSING INFORMATION MUST BE SECURED DIRECTLY FROM RANDALL MANAGEMENT BY SENDING AN EMAIL REQUEST TO BOTH collections@randallmanagement.com AND collections2@randallmanagement.com. A RUSH FEE APPLIES TO ANYTHING NEEDED IN LESS THAN 7 BUSINESS DAYS AND MUST BE PAID IN ADVANCE. PLEASE INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT WITH REMITTANCE. ",2012-07-16 11:25:21,2017-01-04 20:34:40.915278,"","",""
605,Briargrove Drive Townhomes Community Association,Kay,2105 Lander Lane,Houston,Texas,77057,713-783-9043,"","***ASSOCIATION RETAINS RIGHT OF 1st REFUSAL. MUST HAVE A COPY OF CONTRACT TO BEGIN PROCESSING***  On sales, collect 2 months advance at current monthly assessment listed above. Insurance is through Higginbotham & Associates @ 512-457-4019, Parker Holt, agent. Sales have a $175.00 transfer fee payable to the Association, payable upon completion of Right of First Refusal. Refinances have an $87.00 processing fee. $10.00 per copy of the By-Laws or condo declarations. SELLER must transfer the Pool Key to the BUYER, or a $100.00 Replacement Fee will apply. At closing, include a copy of the top portion of the closing statement.",2012-07-16 10:57:54,2015-05-04 17:12:15.446427,"CABLE, WATER POOL AND REPAIRS ON COMMON AREAS. ALLOW 3 DAYS FOR DOCUMENT PREPARATION!!!",bdtca@att.net,""
2591,Marble Arch Townhomes Council of Co-Owners,Principal Management Group,"11000 Corporate Center Drive, # 150",Houston,Texas,77041,713-329-7100,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.pmghouston.com.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:15:22,2016-04-28 03:06:00.582752,"","",""
6067,Estates at Deer Creek P O A,Cheryl Taylor - President,11602 Casadores Lane,Needville,Texas,77461,979-793-6388,"",*Some properties are on a community water well which assesses a separate bill.* Sales & Refinances incur no other fees at this time. EMAIL Cheryl prior to closing for a form that must be filled out and notarized for return with a copy of the top portion of the closing statement. ,2015-04-06 21:09:51.202785,2015-04-06 21:09:51.202785,"THIS ASSOCIATION IS DEED RESTRICTED. FEES COVER RETENTION POND MAINTENANCE, MOWING, STREET LIGHTS(6), AND A DIRECTORS INSURANCE POLICY. ",cataylor@consolidated.net,""
2677,Memorial Bend Place Condo,Leyendecker Management Services                  ,"10375 Richmond Avenue, Suite 1350",Houston,Texas,77042,713-975-6600,Edith,"Sales incur a $250.00 Transfer Fee payable to Leyendecker Management. Refinances incur a $150.00 Processing Fee.  *SEPARATE CHECKS PLEASE* Resales Certificates are $250.00 for 3 business day turn around, or $300.00 for 1 business day turn around. $250.00 for Condo Questionnaire, $300.00 for a rush. On sales, collect 2 months advance and 2 months as NON-REFUNDABLE Reserve Contribution at the current monthly assessment listed above. $100.00 Water Deposit is DUE from the BUYER. At closing, include a copy of the top portion of the closing statement with remittance. ",2012-07-16 11:16:08,2017-05-23 18:22:50.616151,"",memorialbend@leyendeckergroup.com,""
4626,Village Walk,Midtown Management Corporation,"2450 Louisiana, Suite 400-409",Houston,Texas,77006-2318,713-489-4901,"","***MANDATORY RESALE CERTIFICATE MUST BE ORDERED THROUGH www.midtownmgmt.com BEFORE ANY INFORMATION CAN BE RELEASED, click on ""online payment docs"". A FEE WILL APPLY. ***  On sales, collect 2 months advance at the current monthly rate as of the date of this report. Sales incur a $285.00 Transfer Fee + $65.00 Quote Fee(ONLY IF A STATEMENT IS ORDERED) payable to Midtown Mgmt Corp. Refinances incur a $125.00 Processing Fee + $65.00 Quote Fee.  At closing, include a copy of the top portion of the closing statement with remittance. ",2012-07-16 11:33:44,2018-03-08 22:48:26.950201,"",sbradley@midtownmgmt.com,832-900-4939
4969,White Oak Condo Owners Association,Midtown Management Corporation,"2450 Louisiana, #400-409",Houston,Texas,77006,713-489-4901,"","***MANDATORY RESALE CERTIFICATE MUST BE ORDERED THROUGH www.midtownmgmt.com BEFORE ANY INFORMATION CAN BE RELEASED, click on ""online payment docs"". A $335.00 FEE WILL APPLY. ***  On sales, collect 2 months advance assessments and an amount equal to 2 months as a non-refundable Reserve Contribution. Sales incur a $300.00 Transfer Fee + $90.00 Quote Fee payable to Midtown Mgmt Corp. Refinances incur a $140.00 Processing Fee + $90.00 Quote Fee.  At closing, include a copy of the top portion of the closing statement with remittance. ",2012-07-16 11:36:56,2018-09-28 14:24:15.115521,"",sbradley@midtownmgmt.com,""
6066,Coles Crossing South Commercial P O A,Inframark Infrastructure Management Services,2002 West Grand Parkway North,Katy,Texas,77449,281-870-0585,"","CLOSING INFORMATION MUST BE SECURED DIRECT BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com. PAYMENT MAY BE REQUIRED AT THE TIME OF REQUEST. AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT WITH REMITTANCE. ",2015-04-06 15:55:33.887588,2017-12-13 19:23:35.639703,"","",""
179,Arbor Green Owners Association,Midtown Management Corporation,"2450 Louisiana, Suite 400-409",Houston,Texas,77006,713-489-4901,Sonya,"***MANDATORY RESALE CERTIFICATE MUST BE ORDERED THROUGH www.midtownmgmt.com BEFORE ANY INFORMATION CAN BE RELEASED, click on ""online payment docs"". A FEE WILL APPLY. ***On sales, collect 2 months advance at the current monthly assessment listed above. Sales incur a $285.00 Transfer Fee + $65.00 Quote Fee(ONLY IF A STATEMENT IS ORDERED) payable to Midtown Mgmt Corp. Refinances incur a $125.00 Processing Fee + $65.00 Quote Fee.  At closing, include a copy of the top portion of the closing statement with remittance.                                                           ",2012-07-16 10:54:16,2018-03-08 22:44:49.42245,"",sbradley@midtownmgmt.com,832-900-4939
2506,London Townhomes Condominium Association,"Genesis Community Management, Inc.","9700 Richmond Avenue, Suite 230",Houston,Texas,77042,713-953-0808,"","TO SECURE QUOTE DIRECTLY, PLEASE USE THE GENESIS WEB PORTAL THROUGH www.genesiscommunity.com. YOU WILL NEED TO CREATE AN ACCOUNT IN ORDER TO PROCESS REQUESTS. BE AWARE, QUOTE FEES ARE ADDED EVERY TIME A STATEMENT IS REQUESTED THROUGH THE WEBSITE, AND OWNERSHIP MUST MATCH ON ALL REQUESTS PRIOR TO CLOSING. ANY DISCREPANCIES CAN BE ADDRESSED BY EMAILING NATALIE TIPS AT natalie@genesiscommunity.com. AT CLOSING, PLEASE INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT FOR RECORDS.",2012-07-16 11:14:38,2018-01-05 16:21:48.326152,"","",""
1116,Cranbrook Forest Apts.,Elite Association Management,"11231 Richmond Avenue, Suite D108",Houston,Texas,77082,832-660-0700,952-7142 (FAX)      7/2013,"Sales incur a $175.00 Transfer Fee payable Elite Association Management + $25.00 quote fee. Refinances incur a $150.00 Processing Fee + $25.00 quote fee.  At closing, include a copy of the top portion of the closing statement with remittance.  Insurance is thru Gallagher Brannif @ 713-623-2330.",2012-07-16 11:02:10,2015-04-16 02:54:07.204712,"SPRINKLER SYSTEM, UPKEEP AND LANDSCAPING OF COMMON AREAS","",""
3064,Open Pines Condominiums,Elite Association Management,"11231 Richmond Avenue, Suite D108",Houston,Texas,77082,832-660-0700,7/2013,"Collect two months advance at the current monthly rate as of the date of this report. Insurance is thru Stan Migura @ 499-7676. Sales incur a $175.00 Transfer Fee payable to Elite Association Management + $25.00 quote fee. Refinances incur a $150.00 Processing Fee + $25.00 quote fee.  At closing, include a copy of the top portion of the closing statement with remittance.",2012-07-16 11:19:35,2015-04-16 02:56:53.952357,"POOL, TRASH PICK UP, WATER, COMMON AREA UPKEEP","",""
3997,Stanford Square Townhomes Owners Association,Elite Association Management,"11231 Richmond Avenue, Suite D108",Houston,Texas,77082,832-660-0700,832-660-0701 (fax #)          7/2013,"Sales incur a $175.00 transfer fee + $25.00 quote fee payable to Elite Association Management.  Refinances incur a $150.00 processing fee + $25.00 quote fee.  On sales, collect 2 months advance at the current monthly rate as of the date of this report.  At closing, include a copy of the top portion of the closing statement with remittance.                                                        ",2012-07-16 11:28:01,2015-04-16 03:03:48.162716,"SECURITY GATES, UPKEEP OF COMMON AREAS & POOL.","",""
4413,Tierra Glen H.O.A.,Elite Association Management,"11231 Richmond Avenue, Suite D108",Houston,Texas,77082,832-660-0700,"","Sales incur a $175.00 Transfer Fee payable to Elite Association Management + $25.00 quote fee. Refinances incur a $150.00 Processing Fee + $25.00 quote fee. At closing, include a copy of the top portion of the closing statement with remittance.
***QUOTE VALID 15 DAYS ONLY***",2012-07-16 11:31:47,2015-04-16 03:06:27.362803,"","",""
4927,Westwood Gardens Homeowners Association,Elite Association Management,"11231 Richmond Avenue, Suite D108",Houston,Texas,77082,832-660-0700,Fax # 832-660-0701           7/2013,"On sales, collect 2 months advance at the current monthly rate as of the date of this report. Insurance is thru Ted W Allen Ins. @ 713-706-3799/fax 713-706-3854. Sales incur a $175.00 Transfer Fee payable to Elite Association Management + $25.00 quote fee. Refinances incur a $150.00 Processing Fee + $25.00 quote fee. At closing, include a copy of the top portion of the closing statement with remittance.
*QUOTE VALID 15 DAYS ONLY*",2012-07-16 11:36:32,2015-04-16 03:10:42.243196,"","",""
3433,Ramblewood Property Owners Association,Debra Alego,P.O. Box 3213,Humble,Texas,77347-3213,713-253-0202,"",Sales incur a $125.00 Transfer Fee. Refinances incur a $75.00 Processing Fee. Include a copy of the closing statement with the new owners mailing address and phone number,2012-07-16 11:22:58,2015-05-18 17:26:59.987713,UPKEEP OF COMMON AREAS,d.alego@icloud.com,""
1002,Community Association of Withers Ridge,Elite Association Management,"11231 Richmond Avenue, Suite D108",Houston,Texas,77082,832-660-0700,832-660-0701: fax,"Sales incur a $200.00 Transfer Fee + $25.00 quote fee payable to Elite Association Management. Refinances incur a $175.00 Processing Fee + $25.00 quote fee. At closing, include a copy of the top portion of the closing statement with remittance.  QUOTE IS VALID FOR 60 DAYS ONLY!",2012-07-16 11:01:11,2017-05-09 22:28:49.433476,"","",""
6725,Bastrop Plaza North,J D H Property Management,P.O. Box 96046,Houston,Texas,77213-6046,281-457-5341,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2018-08-17 15:09:46.852765,2018-08-17 15:40:12.909513,"","",""
4415,Tierra Homeowners Association,Elite Association Management,"11231 Richmond Avenue, Suite D108",Houston,Texas,77082,832-660-0700,832-660-0701,"Sales incur a $200.00 Transfer Fee + $25.00 Quote Fee payable to Elite Association Management. Refinances incur a $175.00 Processing Fee + $25.00 Quote Fee. Updates incur additional $25.00 Quote Fees.  At closing, include a copy of the top portion of the closing statement with remittance.
** QUOTE VALID 60 DAYS ONLY **",2012-07-16 11:31:48,2018-06-14 21:29:49.334616,"","",""
42,1977 Campbell Homes Association,Elite Association Management,"11231 Richmond Avenue, Suite D108",Houston,Texas,77082,832-660-0700,Belinda Howard    7/13,"Sales incur a $175.00 administrative processing fee + $25.00 quote fee. Refinances incur $150.00 processing fee + $25.00 quote fee payable to Elite Association Management. On sales, collect 2 months advance at the current monthly rate as of the date of this report.  At closing, include a copy of the top portion of the closing statement with remittance.    Insurance is thru Scarborough & Medlin @ 1-800-929-2446.",2012-07-16 10:53:11,2017-07-14 15:13:11.047903,"","",""
5370,The Park at Northgate Crossing Community Association,Chaparral Management Company,P.O. Box 681007,Houston,Texas,77268-1007,281-537-0957,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-10-31 20:30:18,2017-07-24 17:08:21.684497,"",susan@chaparralmanagement.com,""
3330,"Ponderosa Village Townhomes Association, Inc.",Sterling A S I,6842 N. Sam Houston Parkway West,Houston,Texas,77064,832-678-4500,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:22:03,2018-04-17 16:21:37.035605,"","",""
3249,Pine Briar T/H Association,K R J Management,"1800 Augusta, Suite # 200",Houston,Texas,77057,713-783-4640,Suzanne,"On sales, collect 2 months advance at the current monthly rate as of the date of this report. Insurance is the homeowners responsibility. Sales incur a $250.00 Transfer Fee payable to K R J Management. Refinances incur a $150.00 Processing Fee.  At closing, include a copy of the top portion of the closing statement with remittance.                           $250.00 FOR A MANDATORY RESALE CERTIFICATE - CONTACT THERESE AT therese@krjcares.com.  **$25.00 LATE FEE WILL BE ASSESSED IF UNPAID ON THE 15TH OF EACH MONTH**",2012-07-16 11:21:19,2018-04-30 21:32:56.553536,"","",""
3490,The Retreat HOA (Retreat at Lakewood Forest),Diana Eikrem,"13121 Louetta, #200",Cypress,Texas,77429,281-755-1305,"","Sales incur a $75.00 Transfer Fee payable to the Association. Refinances incur no other fees at this time. At closing, include a copy of the top portion of the closing statement with remittance.",2012-07-16 11:23:31,2018-06-25 19:47:15.357886,"",diana.eikrem@att.net,""
6750,Preserve at Grand Beach P O A,Rapp Management,1703 Broadway,Galveston,Texas,77550,409-763-4323,"","CLOSING INFORMATION MUST BE SECURED DIRECT BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com. PAYMENT MAY BE REQUIRED AT THE TIME OF REQUEST. AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT WITH REMITTANCE. ",2018-09-25 18:45:29.436492,2018-09-25 18:45:29.436492,"","",""
1176,Cy-Forest Civic Association,Linda Skoglund,13600 East Cypress Forest,Houston,Texas,77070,281-894-5850,"","IN ADDITION TO THE YEARLY ASSESSMENT, THIS ASSOCIATION CHARGES $52.50 PER QUARTER FOR TRASH SERVICE & $15.00 PER QUARTER FOR RECYCLING. THE PURCHASER NEEDS TO CONTACT THE COLLECTOR DIRECTLY BY EMAIL TO TRANSFER SERVICE AT LEAST 1 DAY PRIOR TO CLOSING. NO FEES ARE TO BE COLLECTED OR EXCHANGED AT CLOSING FOR THIS ASSOCIATION. Please send a copy of the top portion of the closing statement. SEE: CY-FOREST SECTION II HOA, ALSO.                                                                                                                                                                                                                                                                    ",2012-07-16 11:02:40,2016-11-15 19:26:17.358616,"",cyforestcivicassociation1@gmail.com,""
35,19 A B C Homeowners Association Inc,Gary Miller,"19 West Oaks Drive, #D",Houston,Texas,77056,832-615-4238,"","**Because of an excess of reserves, the association did not need to assess fees for 2015. Sales and Refinances incur no fees. Include a copy of the  top portion of the closing statement. 2ND ASSOCIATION: WEST OAKS H A",2012-07-16 10:53:07,2015-04-24 20:25:29.052002,"","",""
4985,Wildwood Estates One,True Association Management,"17515 Spring Cypress, #C331",Cypress,Texas,77429,281-844-8410(o) 832-693-2555(c),"","Sales incur a $200.00 Administration Fee payable to True Association Management. Refinances incur a $xx.00 Processing Fee. At closing, include a copy of the top portion of the closing statement with remittance.",2012-07-16 11:37:05,2015-06-19 16:47:00.881663,"",sg@trueHOAmgmt.com,281-786-3568
6080,Glenwood Estates H O A,Martha McLain,22070 Schneider Circle,Hockley,Texas,77447,"",July 2015,"Sales & Refinances incur a $100.00 processing fee payable to the Association. At closing, include a copy of the top portion of the closing statement with remittance.  A resale certificate is currently requiring a $250.00 payment.  Call HoA for details!.",2015-04-24 14:57:44.018368,2015-07-13 20:39:33.768347,"",glenwoodestateshoa@gmail.com,""
1913,Highgrove Park Homeowners Association,Belinda King - King Property Management,"720 North Post Oak, Suite 140",Houston,Texas,77024,713-956-1995,"","Sales incur a $175.00 transfer fee to King Property Mgmt. Refinances incur a $75.00 processing fee. At closing, include a copy of the top portion of the closing statement with remittance.  $150.00 for a Resale Certificate, payable in advance by check, if requested.                                                        **MOVING TRUCKS ARE NOT ALLOWED IN THE SUBDIVISION ON THE PRIVATE DRIVEWAYS  AT ANY TIME ** ",2012-07-16 11:09:11,2016-03-15 21:05:58.057015,"",maryp@kpmtx.com and kathyp@kpmtx.com (BOTH),""
349,Bayou Bend Towers Condos Council of Co-Owners,Carol,101 Westcott,Houston,Texas,77007,713-862-3232,"","Insurance is thru Arthur Gallagher @ 713-320-2010 or fax 713-320-0098. On sales, collect an amount equal to 3 months at the current monthly rate as of the date of this report as NON-REFUNDABLE RESERVE. In the same check, sales incur a $250.00 Transfer Fee also payable to the ASSN. Refinances incur no processing fee. Contact the ASSN for Right of 1st Refusal.  At closing, include a copy of the top portion of the closing statement with remittance.",2012-07-16 10:55:36,2016-03-21 18:39:30.867741,"TRASH PICK-UP, UPKEEP OF ALL COMMON AREAS","",""
2666,Meadowview Farms H O A,A C M I,"12603 Louetta Road, #101",Cypress,Texas,77429-5136,281-251-2292,"","Sales incur a $185.00 Transfer Fee + $XX.00 Quote Fee payable to A C M I. Refinances incur a $135.00 Processing Fee + $XX.00 Quote Fee.  Resale Certificate: $150.00 (7 days or more) or $250.00 (less than 7 days). At closing, include a copy of the top portion of the closing statement with remittance. Updates incur add'l $10.00 Quote Fees. $205.00 CAP FEE IS DUE FROM BUYER.
**A C M I AND THE ASSOCIATION STRONGLY RECOMMEND ACQUIRING A RESALE CERTIFICATE ON SALES**",2012-07-16 11:16:02,2017-10-17 22:04:20.349151,"","",""
3892,Southampton Place Extension P.O.A.,"Brandon Wyatt - Frierson, Sola, Simonton & Kutac, LLC","801 Travis Street, Suite 900",Houston,Texas,77002,713-651-9250,"","To secure a quote, submit request to email address above. A $195.00 'Statement of Account' fee will apply. At closing please include a top portion of the closing statement. ",2012-07-16 11:27:04,2017-12-29 22:02:54.507166,"",brandon@friersoncpa.com,713-651-9270
5137,Woodforest Civic Improvement Association,"",314 Freeport Street,Houston,Texas,77015,713-453-1503,Janna Davis,"Sales incur a $125.00 Transfer Fee payable to the Association. Refinances incur a $100.00 Processing Fee. $75.00 for MANDATORY Resale Certificate, can be collected at closing.  At closing, include a copy of the top portion of the closing statement with remittance.
Contact the Association for Resale Certificate information. Be aware a fee may be incurred.",2012-07-16 11:38:27,2018-06-22 12:24:34.59359,"STREET LIGHTS, TRASH PICK-UP AND LANDSCAPING OF COMMON AREAS",woodforest@comcast.net,713-450-2920
4920,Westwind Patio Homes Association,Montage Community Services,"24200 Southwest Freeway, Suite 402-260",Rosenberg,Texas,77471,832-600-4142,"","Sales incur a $ 225.00 Transfer Fee payable to Montage Community Services.  Refinances incur a $xx.00 Processing Fee.  At closing, include a copy of the top portion of the closing statement with remittance.                           ",2012-07-16 11:36:29,2018-02-26 16:33:14.040169,"","",""
6071,Villages of Cypress Lakes West Community Association,Crest Management,P.O. Box 219320,Houston,Texas,77218-9320,281-579-0761,"","Sales incur a $205.00 transfer fee payable to Crest Management.  Refinances incur a $75.00 processing fee.  $400.00 CAP FEE DUE ON SALES (Excludes sections 10-23).  At closing, include a copy of the top portion of the closing statement with remittance.  QUOTE VALID 30 DAYS FROM DATE OF ISSUANCE!",2015-04-16 03:20:49.642563,2018-06-20 22:47:26.136545,"VILLAGES OF CYPRESS LAKES SECTIONS 10-11, 13, 15-17, 20, 24, 26, 28, 30-31","",281-579-7062
6079,White Oak Lake Estates H O A,Inframark Infrastructure Management Services       ,2002 West Grand Parkway North,Katy,Texas,77449,281-870-0585,"","CLOSING INFORMATION MUST BE SECURED DIRECT BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com. PAYMENT MAY BE REQUIRED AT THE TIME OF REQUEST. AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT WITH REMITTANCE. ",2015-04-23 19:47:43.395552,2018-09-18 11:40:29.981353,"","",""
1487,Fleetwood P O A,Crest Management,P.O. Box 219320,Houston,Texas,77218,281-579-0761,cindy@crest-management.com,"Sales incur a $205.00 transfer fee payable to Crest.  Refinances incur a $75.00 processing fee. At closing, include a copy of the top portion of the closing statement with remittance.  QUOTE VALID 30 DAYS FROM DATE OF ISSUANCE!  $225.00 for a Resale Certificate, if requested. $100.00 for 60-Day Letter, if needed. ",2012-07-16 11:05:27,2018-10-08 17:38:42.879685,LANDSCAPING ON COMMON AREAS,"",""
4662,Villages of Westbrae,King Property Management,"720 North Post Oak, Suite 605",Houston,Texas,77024,713-956-1995,"","Sales incur a $175.00 transfer fee to King Property Mgmt. Refinances incur a $75.00 processing fee.  $150.00 for a Resale Certificate, payable in advance by check, if requested.  At closing, include a copy of the top portion of the closing statement with remittance.  **MOVING TRUCKS ARE NOT ALLOWED IN THE SUBDIVISION ON THE PRIVATE DRIVEWAYS  AT ANY TIME ** ",2012-07-16 11:34:04,2016-03-15 21:28:50.611882,"",maryp@kpmtx.com and kathyp@kpmtx.com (BOTH),""
2152,Keegans Glen Homeowners Association (Sec. 1-3&6),Crystal Hayes - A Plus Billing & Assn Mgmt,P. O. Box 721558,Houston,Texas,77272-1558,281-561-5937,"","Sales incur a $250.00 Transfer Fee payable to A PLUS BILLING AND ASSOCIATION MANAGEMENT. Refinances incur a $150.00 Processing Fee.  At closing, include a copy of the top portion of the closing statement with remittance.",2012-07-16 11:11:23,2016-02-10 14:50:47.621289,"SECURITY, STREET LIGHTS, TRASH PICK-UP, RECREATION FACILITY, LANDSCAPING ON COMMON AREAS, INSURANCE AND TAXES ON COMMON AREAS",chayes_kgbilling@sbcglobal.net ,281-561-6224
